xvariable,xvalue,xlabel_en,xlabel_ne,yvariable,yvalue,ylabel_en,ylabel_ne,total,percoftotal,variablegroup,index
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_econ_stop_business_how_lng,4,7 to 12 months,७-१२ महिना,2,0.022988505747126436,impact,149
m_biz_type,1,Entertainment,होटल,i_econ_stop_business_how_lng,5,12+ months,१२+ महिना,10,0.11494252873563218,impact,150
m_biz_type,1,Entertainment,होटल,i_econ_stop_business_how_lng,4,7 to 12 months,७-१२ महिना,3,0.034482758620689655,impact,151
m_biz_type,1,Entertainment,होटल,i_econ_stop_business_how_lng,3,4 to 6 months,४-६ महिना,5,0.05747126436781609,impact,152
m_biz_type,1,Entertainment,होटल,i_econ_stop_business_how_lng,2,1 to 3 months,१-३ महिना,1,0.011494252873563218,impact,153
m_biz_type,9,Other,अन्य,i_econ_stop_business_how_lng,5,12+ months,१२+ महिना,4,0.04597701149425287,impact,154
m_biz_type,9,Other,अन्य,i_econ_stop_business_how_lng,4,7 to 12 months,७-१२ महिना,3,0.034482758620689655,impact,155
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_econ_stop_business_how_lng,4,7 to 12 months,७-१२ महिना,2,0.022988505747126436,impact,156
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_econ_stop_business_how_lng,5,12+ months,१२+ महिना,1,0.011494252873563218,impact,157
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_econ_stop_business_how_lng,3,4 to 6 months,४-६ महिना,1,0.011494252873563218,impact,158
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_econ_stop_business_how_lng,1,Less than a month,एक महिना भन्दा कम,1,0.011494252873563218,impact,159
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_econ_stop_business_how_lng,5,12+ months,१२+ महिना,1,0.011494252873563218,impact,160
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_econ_stop_business_how_lng,4,7 to 12 months,७-१२ महिना,4,0.04597701149425287,impact,161
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_econ_stop_business_how_lng,3,4 to 6 months,४-६ महिना,2,0.022988505747126436,impact,162
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_econ_stop_business_how_lng,2,1 to 3 months,१-३ महिना,2,0.022988505747126436,impact,163
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_econ_stop_business_how_lng,5,12+ months,१२+ महिना,18,0.20689655172413793,impact,164
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_econ_stop_business_how_lng,4,7 to 12 months,७-१२ महिना,9,0.10344827586206896,impact,165
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_econ_stop_business_how_lng,3,4 to 6 months,४-६ महिना,3,0.034482758620689655,impact,166
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_econ_stop_business_how_lng,2,1 to 3 months,१-३ महिना,3,0.034482758620689655,impact,167
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_econ_stop_business_how_lng,1,Less than a month,एक महिना भन्दा कम,1,0.011494252873563218,impact,168
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_econ_stop_business_how_lng,5,12+ months,१२+ महिना,24,0.27586206896551724,impact,169
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_econ_stop_business_how_lng,4,7 to 12 months,७-१२ महिना,10,0.11494252873563218,impact,170
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_econ_stop_business_how_lng,3,4 to 6 months,४-६ महिना,5,0.05747126436781609,impact,171
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_perm_stop_biz_start_new_biz_job,1,Not involved in any sector,कुनै पनि होइन (कुनै पनि क्षेत्रमा संलग्न छैन),7,0.3684210526315789,impact,172
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_perm_stop_biz_start_new_biz_job,3,Involved in non-tourism sector,गैर पर्यटन क्षेत्रमा संलग्न,1,0.05263157894736842,impact,173
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_perm_stop_biz_start_new_biz_job,1,Not involved in any sector,कुनै पनि होइन (कुनै पनि क्षेत्रमा संलग्न छैन),4,0.21052631578947367,impact,174
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_perm_stop_biz_start_new_biz_job,3,Involved in non-tourism sector,गैर पर्यटन क्षेत्रमा संलग्न,1,0.05263157894736842,impact,175
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_perm_stop_biz_start_new_biz_job,1,Not involved in any sector,कुनै पनि होइन (कुनै पनि क्षेत्रमा संलग्न छैन),3,0.15789473684210525,impact,176
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_perm_stop_biz_start_new_biz_job,3,Involved in non-tourism sector,गैर पर्यटन क्षेत्रमा संलग्न,1,0.05263157894736842,impact,177
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_perm_stop_biz_start_new_biz_job,1,Not involved in any sector,कुनै पनि होइन (कुनै पनि क्षेत्रमा संलग्न छैन),1,0.05263157894736842,impact,178
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_perm_stop_biz_start_new_biz_job,3,Involved in non-tourism sector,गैर पर्यटन क्षेत्रमा संलग्न,1,0.05263157894736842,impact,179
m_biz_type,4,Hospitality,पसल / सामान,o_perm_stop_biz_start_new_biz_job,1,Not involved in any sector,कुनै पनि होइन (कुनै पनि क्षेत्रमा संलग्न छैन),4,0.21052631578947367,impact,180
m_biz_type,3,Tours and transport,हस्तशिल्प,o_perm_stop_biz_start_new_biz_job,1,Not involved in any sector,कुनै पनि होइन (कुनै पनि क्षेत्रमा संलग्न छैन),2,0.10526315789473684,impact,181
m_biz_type,3,Tours and transport,हस्तशिल्प,o_perm_stop_biz_start_new_biz_job,3,Involved in non-tourism sector,गैर पर्यटन क्षेत्रमा संलग्न,3,0.15789473684210525,impact,182
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_perm_stop_biz_start_new_biz_job,1,Not involved in any sector,कुनै पनि होइन (कुनै पनि क्षेत्रमा संलग्न छैन),4,0.21052631578947367,impact,183
m_biz_type,1,Entertainment,होटल,o_perm_stop_biz_start_new_biz_job,1,Not involved in any sector,कुनै पनि होइन (कुनै पनि क्षेत्रमा संलग्न छैन),3,0.15789473684210525,impact,184
m_biz_type,9,Other,अन्य,o_perm_stop_biz_start_new_biz_job,1,Not involved in any sector,कुनै पनि होइन (कुनै पनि क्षेत्रमा संलग्न छैन),2,0.10526315789473684,impact,185
m_biz_type,9,Other,अन्य,o_perm_stop_biz_start_new_biz_job,3,Involved in non-tourism sector,गैर पर्यटन क्षेत्रमा संलग्न,1,0.05263157894736842,impact,186
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_perm_stop_biz_start_new_biz_job,1,Not involved in any sector,कुनै पनि होइन (कुनै पनि क्षेत्रमा संलग्न छैन),1,0.05263157894736842,impact,187
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_perm_stop_biz_start_new_biz_job,1,Not involved in any sector,कुनै पनि होइन (कुनै पनि क्षेत्रमा संलग्न छैन),2,0.10526315789473684,impact,188
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_perm_stop_biz_start_new_biz_job,3,Involved in non-tourism sector,गैर पर्यटन क्षेत्रमा संलग्न,1,0.05263157894736842,impact,189
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_perm_stop_biz_start_new_biz_job,1,Not involved in any sector,कुनै पनि होइन (कुनै पनि क्षेत्रमा संलग्न छैन),12,0.631578947368421,impact,190
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_perm_stop_biz_start_new_biz_job,3,Involved in non-tourism sector,गैर पर्यटन क्षेत्रमा संलग्न,3,0.15789473684210525,impact,191
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_fin_revenue_chng_2020_v_2019,5,Revenue stopped completely,राजस्व पूर्ण रूपमा रोकियो,16,0.14285714285714285,impact,192
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_fin_revenue_chng_2020_v_2019,4,Revenue became 25% of 2019,राजस्व २०१९ को २५% भयो ,9,0.08035714285714286,impact,193
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_fin_revenue_chng_2020_v_2019,3,Revenue became 50% of 2019,राजस्व २०१९ को ५०% भयो ,3,0.026785714285714284,impact,194
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_fin_revenue_chng_2020_v_2019,2,Revenue became 75% of 2019,राजस्व २०१९ को ७५% भयो ,5,0.044642857142857144,impact,195
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_fin_revenue_chng_2020_v_2019,5,Revenue stopped completely,राजस्व पूर्ण रूपमा रोकियो,19,0.16964285714285715,impact,196
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_fin_revenue_chng_2020_v_2019,4,Revenue became 25% of 2019,राजस्व २०१९ को २५% भयो ,5,0.044642857142857144,impact,197
